,date,season,year,month,hour,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
11193,2012-04-16,summer,2012,Apr,14,yes,tuesday,no,clear,31.16,34.09,45.0,22.0,105,183,288
11194,2012-04-16,summer,2012,Apr,15,yes,tuesday,no,clear,32.8,34.85,33.0,30.0,81,194,275
11195,2012-04-16,summer,2012,Apr,16,yes,tuesday,no,clear,32.8,34.85,33.0,31.0,92,266,358
11196,2012-04-16,summer,2012,Apr,17,yes,tuesday,no,clear,32.8,34.85,33.0,26.0,111,601,712
11197,2012-04-16,summer,2012,Apr,18,yes,tuesday,no,clear,32.8,34.85,31.0,26.0,87,589,676
11198,2012-04-16,summer,2012,Apr,19,yes,tuesday,no,clear,31.16,33.34,35.0,26.0,61,461,522
11199,2012-04-16,summer,2012,Apr,20,yes,tuesday,no,clear,30.34,32.57,37.0,20.0,48,327,375
11200,2012-04-16,summer,2012,Apr,21,yes,tuesday,no,clear,27.88,31.82,51.0,17.0,39,232,271
11201,2012-04-16,summer,2012,Apr,22,yes,tuesday,no,clear,27.88,31.82,51.0,17.0,35,179,214
11202,2012-04-16,summer,2012,Apr,23,yes,tuesday,no,clear,28.7,31.82,45.0,20.0,24,97,121
11203,2012-04-17,summer,2012,Apr,0,no,wednesday,yes,clear,27.06,31.06,54.0,13.0,10,33,43
11204,2012-04-17,summer,2012,Apr,1,no,wednesday,yes,clear,26.24,31.06,57.0,11.0,6,5,11
11205,2012-04-17,summer,2012,Apr,2,no,wednesday,yes,clear,22.96,26.52,83.0,7.0,1,3,4
11206,2012-04-17,summer,2012,Apr,3,no,wednesday,yes,clear,22.96,26.52,83.0,6.0,0,6,6
11207,2012-04-17,summer,2012,Apr,4,no,wednesday,yes,clear,27.06,31.06,44.0,15.0,3,6,9
11208,2012-04-17,summer,2012,Apr,5,no,wednesday,yes,clear,24.6,31.06,53.0,17.0,1,29,30
11209,2012-04-17,summer,2012,Apr,6,no,wednesday,yes,clear,24.6,31.06,46.0,17.0,8,136,144
11210,2012-04-17,summer,2012,Apr,7,no,wednesday,yes,clear,24.6,31.06,43.0,17.0,18,443,461
11211,2012-04-17,summer,2012,Apr,8,no,wednesday,yes,clear,24.6,31.06,43.0,15.0,42,631,673
11212,2012-04-17,summer,2012,Apr,9,no,wednesday,yes,clear,24.6,31.06,38.0,33.0,71,329,400
11213,2012-04-17,summer,2012,Apr,10,no,wednesday,yes,clear,24.6,31.06,38.0,28.0,52,165,217
11214,2012-04-17,summer,2012,Apr,11,no,wednesday,yes,clear,24.6,31.06,33.0,28.0,65,174,239
11215,2012-04-17,summer,2012,Apr,12,no,wednesday,yes,clear,24.6,31.06,33.0,24.0,65,179,244
11216,2012-04-17,summer,2012,Apr,13,no,wednesday,yes,clear,25.42,31.06,29.0,17.0,52,187,239
11217,2012-04-17,summer,2012,Apr,14,no,wednesday,yes,clear,26.24,31.06,27.0,19.0,59,198,257
11218,2012-04-17,summer,2012,Apr,15,no,wednesday,yes,clear,27.06,31.06,24.0,22.0,91,217,308
11219,2012-04-17,summer,2012,Apr,16,no,wednesday,yes,clear,27.88,31.06,22.0,24.0,50,320,370
11220,2012-04-17,summer,2012,Apr,17,no,wednesday,yes,clear,26.24,30.3,25.0,20.0,108,673,781
11221,2012-04-17,summer,2012,Apr,18,no,wednesday,yes,clear,26.24,30.3,25.0,19.0,105,670,775
11222,2012-04-17,summer,2012,Apr,19,no,wednesday,yes,clear,24.6,30.3,26.0,17.0,73,464,537
11223,2012-04-17,summer,2012,Apr,20,no,wednesday,yes,clear,24.6,30.3,23.0,19.0,44,358,402
11224,2012-04-17,summer,2012,Apr,21,no,wednesday,yes,clear,22.96,26.52,26.0,20.0,37,260,297
11225,2012-04-17,summer,2012,Apr,22,no,wednesday,yes,clear,22.14,25.76,30.0,17.0,18,144,162
11226,2012-04-17,summer,2012,Apr,23,no,wednesday,yes,clear,22.14,25.76,32.0,15.0,10,72,82
11227,2012-04-18,summer,2012,Apr,0,no,thursday ,yes,clear,22.14,25.76,32.0,11.0,3,35,38
11228,2012-04-18,summer,2012,Apr,1,no,thursday ,yes,clear,21.32,25.0,34.0,13.0,1,13,14
11229,2012-04-18,summer,2012,Apr,2,no,thursday ,yes,mist,20.5,24.24,42.0,13.0,1,8,9
11230,2012-04-18,summer,2012,Apr,3,no,thursday ,yes,mist,20.5,24.24,42.0,15.0,0,6,6
11231,2012-04-18,summer,2012,Apr,4,no,thursday ,yes,mist,20.5,24.24,42.0,19.0,0,7,7
11232,2012-04-18,summer,2012,Apr,5,no,thursday ,yes,mist,20.5,24.24,39.0,19.0,0,34,34
11233,2012-04-18,summer,2012,Apr,6,no,thursday ,yes,mist,20.5,24.24,39.0,19.0,6,128,134
11234,2012-04-18,summer,2012,Apr,7,no,thursday ,yes,mist,20.5,24.24,39.0,13.0,10,408,418
11235,2012-04-18,summer,2012,Apr,8,no,thursday ,yes,light rain,20.5,24.24,39.0,13.0,25,551,576
11236,2012-04-18,summer,2012,Apr,9,no,thursday ,yes,light rain,19.68,23.48,44.0,20.0,20,245,265
11237,2012-04-18,summer,2012,Apr,10,no,thursday ,yes,light rain,19.68,23.48,47.0,15.0,31,116,147
11238,2012-04-18,summer,2012,Apr,11,no,thursday ,yes,light rain,18.86,22.72,47.0,17.0,14,105,119
11239,2012-04-18,summer,2012,Apr,12,no,thursday ,yes,light rain,18.86,22.72,51.0,7.0,15,95,110
11240,2012-04-18,summer,2012,Apr,13,no,thursday ,yes,light rain,18.86,22.72,59.0,12.73,13,51,64
11241,2012-04-18,summer,2012,Apr,14,no,thursday ,yes,light rain,18.04,21.97,72.0,7.0,8,43,51
11242,2012-04-18,summer,2012,Apr,15,no,thursday ,yes,light rain,17.22,21.21,77.0,13.0,10,88,98
11243,2012-04-18,summer,2012,Apr,16,no,thursday ,yes,mist,17.22,21.21,77.0,15.0,36,199,235
11244,2012-04-18,summer,2012,Apr,17,no,thursday ,yes,mist,17.22,21.21,77.0,13.0,46,442,488
11245,2012-04-18,summer,2012,Apr,18,no,thursday ,yes,mist,17.22,21.21,77.0,12.73,27,478,505
11246,2012-04-18,summer,2012,Apr,19,no,thursday ,yes,mist,17.22,21.21,77.0,9.0,26,342,368
11247,2012-04-18,summer,2012,Apr,20,no,thursday ,yes,mist,17.22,21.21,77.0,7.0,8,252,260
11248,2012-04-18,summer,2012,Apr,21,no,thursday ,yes,mist,17.22,21.21,82.0,6.0,24,165,189
11249,2012-04-18,summer,2012,Apr,22,no,thursday ,yes,mist,17.22,21.21,77.0,6.0,9,153,162
11250,2012-04-18,summer,2012,Apr,23,no,thursday ,yes,mist,17.22,21.21,77.0,12.73,14,56,70
11251,2012-04-19,summer,2012,Apr,0,no,friday,yes,light rain,17.22,21.21,77.0,12.73,5,20,25
11252,2012-04-19,summer,2012,Apr,1,no,friday,yes,light rain,17.22,21.21,77.0,7.0,2,11,13
11253,2012-04-19,summer,2012,Apr,2,no,friday,yes,mist,17.22,21.21,77.0,12.73,2,4,6
11254,2012-04-19,summer,2012,Apr,3,no,friday,yes,mist,17.22,21.21,77.0,12.73,1,3,4
11255,2012-04-19,summer,2012,Apr,4,no,friday,yes,mist,17.22,21.21,71.0,12.73,0,4,4
11256,2012-04-19,summer,2012,Apr,5,no,friday,yes,clear,16.4,20.46,82.0,12.73,0,30,30
11257,2012-04-19,summer,2012,Apr,6,no,friday,yes,mist,16.4,20.46,82.0,7.0,4,116,120
11258,2012-04-19,summer,2012,Apr,7,no,friday,yes,mist,16.4,20.46,82.0,9.0,15,391,406
11259,2012-04-19,summer,2012,Apr,8,no,friday,yes,mist,17.22,21.21,82.0,7.0,26,651,677
11260,2012-04-19,summer,2012,Apr,9,no,friday,yes,mist,18.86,22.72,72.0,12.73,31,270,301
11261,2012-04-19,summer,2012,Apr,10,no,friday,yes,clear,19.68,23.48,63.0,6.0,46,143,189
11262,2012-04-19,summer,2012,Apr,11,no,friday,yes,clear,21.32,25.0,48.0,12.73,46,183,229
11263,2012-04-19,summer,2012,Apr,12,no,friday,yes,clear,22.14,25.76,49.0,12.73,51,213,264
11264,2012-04-19,summer,2012,Apr,13,no,friday,yes,clear,22.96,26.52,46.0,12.73,52,186,238
11265,2012-04-19,summer,2012,Apr,14,no,friday,yes,clear,23.78,27.28,43.0,12.73,54,183,237
11266,2012-04-19,summer,2012,Apr,15,no,friday,yes,clear,24.6,31.06,43.0,12.73,66,196,262
11267,2012-04-19,summer,2012,Apr,16,no,friday,yes,clear,25.42,31.06,41.0,7.0,63,324,387
11268,2012-04-19,summer,2012,Apr,17,no,friday,yes,clear,24.6,31.06,43.0,6.0,85,663,748
11269,2012-04-19,summer,2012,Apr,18,no,friday,yes,clear,24.6,31.06,43.0,6.0,99,677,776
11270,2012-04-19,summer,2012,Apr,19,no,friday,yes,clear,23.78,27.28,46.0,9.0,70,516,586
11271,2012-04-19,summer,2012,Apr,20,no,friday,yes,clear,22.96,26.52,49.0,15.0,52,352,404
11272,2012-04-19,summer,2012,Apr,21,no,friday,yes,clear,21.32,25.0,55.0,7.0,27,240,267
11273,2012-04-19,summer,2012,Apr,22,no,friday,yes,clear,21.32,25.0,59.0,13.0,29,219,248
11274,2012-04-19,summer,2012,Apr,23,no,friday,yes,clear,20.5,24.24,63.0,7.0,20,124,144
11275,2012-04-20,summer,2012,Apr,0,no,saturday,yes,clear,19.68,23.48,67.0,7.0,5,59,64
11276,2012-04-20,summer,2012,Apr,1,no,saturday,yes,clear,18.86,22.72,82.0,13.0,3,22,25
11277,2012-04-20,summer,2012,Apr,2,no,saturday,yes,clear,18.04,21.97,88.0,13.0,3,18,21
11278,2012-04-20,summer,2012,Apr,3,no,saturday,yes,clear,18.04,21.97,88.0,7.0,1,9,10
11279,2012-04-20,summer,2012,Apr,4,no,saturday,yes,clear,17.22,21.21,94.0,7.0,0,3,3
11280,2012-04-20,summer,2012,Apr,5,no,saturday,yes,clear,17.22,21.21,94.0,12.73,1,24,25
11281,2012-04-20,summer,2012,Apr,6,no,saturday,yes,clear,17.22,21.21,88.0,12.73,8,105,113
11282,2012-04-20,summer,2012,Apr,7,no,saturday,yes,clear,17.22,21.21,94.0,12.73,9,350,359
11283,2012-04-20,summer,2012,Apr,8,no,saturday,yes,clear,18.04,21.97,94.0,12.73,32,668,700
11284,2012-04-20,summer,2012,Apr,9,no,saturday,yes,clear,18.86,22.72,88.0,6.0,30,329,359
11285,2012-04-20,summer,2012,Apr,10,no,saturday,yes,clear,20.5,24.24,77.0,13.0,67,170,237
11286,2012-04-20,summer,2012,Apr,11,no,saturday,yes,clear,22.14,25.76,68.0,11.0,64,190,254
11287,2012-04-20,summer,2012,Apr,12,no,saturday,yes,clear,23.78,27.28,53.0,13.0,102,260,362
11288,2012-04-20,summer,2012,Apr,13,no,saturday,yes,clear,25.42,31.06,43.0,13.0,105,276,381
11289,2012-04-20,summer,2012,Apr,14,no,saturday,yes,clear,26.24,31.06,44.0,15.0,156,238,394
11290,2012-04-20,summer,2012,Apr,15,no,saturday,yes,clear,26.24,31.06,47.0,13.0,145,262,407
11291,2012-04-20,summer,2012,Apr,16,no,saturday,yes,clear,27.06,31.06,44.0,13.0,151,429,580
11292,2012-04-20,summer,2012,Apr,17,no,saturday,yes,clear,26.24,31.06,47.0,19.0,122,697,819
11293,2012-04-20,summer,2012,Apr,18,no,saturday,yes,clear,25.42,31.06,50.0,19.0,110,558,668
11294,2012-04-20,summer,2012,Apr,19,no,saturday,yes,clear,24.6,31.06,53.0,13.0,82,410,492
11295,2012-04-20,summer,2012,Apr,20,no,saturday,yes,clear,23.78,27.28,56.0,11.0,52,289,341
11296,2012-04-20,summer,2012,Apr,21,no,saturday,yes,clear,22.96,26.52,68.0,9.0,35,252,287
11297,2012-04-20,summer,2012,Apr,22,no,saturday,yes,clear,22.14,25.76,68.0,17.0,26,176,202
11298,2012-04-20,summer,2012,Apr,23,no,saturday,yes,clear,21.32,25.0,72.0,9.0,31,156,187
11299,2012-04-21,summer,2012,Apr,0,no,sunday,no,clear,21.32,25.0,77.0,15.0,31,111,142
11300,2012-04-21,summer,2012,Apr,1,no,sunday,no,clear,21.32,25.0,77.0,15.0,24,64,88
11301,2012-04-21,summer,2012,Apr,2,no,sunday,no,clear,21.32,25.0,77.0,9.0,12,69,81
11302,2012-04-21,summer,2012,Apr,3,no,sunday,no,clear,20.5,24.24,82.0,15.0,4,25,29
11303,2012-04-21,summer,2012,Apr,4,no,sunday,no,clear,20.5,24.24,82.0,17.0,0,9,9
11304,2012-04-21,summer,2012,Apr,5,no,sunday,no,clear,20.5,24.24,82.0,17.0,0,1,1
11305,2012-04-21,summer,2012,Apr,6,no,sunday,no,clear,20.5,24.24,82.0,15.0,10,21,31
11306,2012-04-21,summer,2012,Apr,7,no,sunday,no,clear,20.5,24.24,82.0,19.0,21,55,76
11307,2012-04-21,summer,2012,Apr,8,no,sunday,no,clear,21.32,25.0,81.0,17.0,52,149,201
11308,2012-04-21,summer,2012,Apr,9,no,sunday,no,clear,22.14,25.76,77.0,11.0,115,216,331
11309,2012-04-21,summer,2012,Apr,10,no,sunday,no,clear,24.6,30.3,64.0,19.0,183,299,482
11310,2012-04-21,summer,2012,Apr,11,no,sunday,no,clear,25.42,30.3,61.0,22.0,260,348,608
11311,2012-04-21,summer,2012,Apr,12,no,sunday,no,clear,26.24,31.06,57.0,15.0,262,378,640
11312,2012-04-21,summer,2012,Apr,13,no,sunday,no,clear,27.06,31.06,54.0,15.0,291,358,649
11313,2012-04-21,summer,2012,Apr,14,no,sunday,no,clear,28.7,31.82,45.0,19.0,278,331,609
11314,2012-04-21,summer,2012,Apr,15,no,sunday,no,clear,29.52,32.57,39.0,17.0,267,361,628
11315,2012-04-21,summer,2012,Apr,16,no,sunday,no,clear,28.7,31.82,42.0,22.0,267,372,639
11316,2012-04-21,summer,2012,Apr,17,no,sunday,no,mist,30.34,32.57,30.0,26.0,259,309,568
11317,2012-04-21,summer,2012,Apr,18,no,sunday,no,mist,27.88,31.82,47.0,33.0,133,283,416
11318,2012-04-21,summer,2012,Apr,19,no,sunday,no,light rain,22.96,26.52,73.0,33.0,9,45,54
11319,2012-04-21,summer,2012,Apr,20,no,sunday,no,light rain,20.5,24.24,82.0,20.0,5,34,39
11320,2012-04-21,summer,2012,Apr,21,no,sunday,no,light rain,20.5,24.24,82.0,26.0,20,82,102
11321,2012-04-21,summer,2012,Apr,22,no,sunday,no,clear,19.68,23.48,82.0,20.0,20,90,110
11322,2012-04-21,summer,2012,Apr,23,no,sunday,no,mist,18.86,22.72,82.0,19.0,18,73,91
11323,2012-04-22,summer,2012,Apr,0,no,monday,no,mist,18.86,22.72,82.0,13.0,32,85,117
11324,2012-04-22,summer,2012,Apr,1,no,monday,no,mist,18.86,22.72,82.0,22.0,10,63,73
11325,2012-04-22,summer,2012,Apr,2,no,monday,no,clear,18.86,22.72,72.0,19.0,7,49,56
11326,2012-04-22,summer,2012,Apr,3,no,monday,no,mist,18.04,21.97,82.0,11.0,7,33,40
11327,2012-04-22,summer,2012,Apr,4,no,monday,no,mist,18.04,21.97,77.0,11.0,0,7,7
11328,2012-04-22,summer,2012,Apr,5,no,monday,no,mist,18.04,21.97,77.0,15.0,0,6,6
11329,2012-04-22,summer,2012,Apr,6,no,monday,no,mist,18.04,21.97,72.0,22.0,6,6,12
11330,2012-04-22,summer,2012,Apr,7,no,monday,no,light rain,17.22,21.21,77.0,26.0,2,22,24
11331,2012-04-22,summer,2012,Apr,8,no,monday,no,light rain,16.4,20.46,82.0,17.0,8,43,51
11332,2012-04-22,summer,2012,Apr,9,no,monday,no,light rain,16.4,20.46,82.0,17.0,8,71,79
11333,2012-04-22,summer,2012,Apr,10,no,monday,no,light rain,15.58,19.7,82.0,22.0,11,57,68
11334,2012-04-22,summer,2012,Apr,11,no,monday,no,light rain,15.58,19.7,87.0,20.0,7,70,77
11335,2012-04-22,summer,2012,Apr,12,no,monday,no,light rain,15.58,19.7,87.0,22.0,5,56,61
11336,2012-04-22,summer,2012,Apr,13,no,monday,no,light rain,15.58,19.7,82.0,24.0,5,47,52
11337,2012-04-22,summer,2012,Apr,14,no,monday,no,light rain,15.58,19.7,87.0,22.0,3,50,53
11338,2012-04-22,summer,2012,Apr,15,no,monday,no,light rain,15.58,19.7,87.0,26.0,0,38,38
11339,2012-04-22,summer,2012,Apr,16,no,monday,no,light rain,15.58,19.7,87.0,30.0,4,32,36
11340,2012-04-22,summer,2012,Apr,17,no,monday,no,light rain,14.76,15.91,93.0,30.0,2,25,27
11341,2012-04-22,summer,2012,Apr,18,no,monday,no,light rain,14.76,15.91,93.0,30.0,1,38,39
11342,2012-04-22,summer,2012,Apr,19,no,monday,no,light rain,14.76,15.91,87.0,35.0,1,34,35
11343,2012-04-22,summer,2012,Apr,20,no,monday,no,light rain,14.76,16.66,93.0,28.0,1,34,35
11344,2012-04-22,summer,2012,Apr,21,no,monday,no,light rain,14.76,16.66,87.0,26.0,0,11,11
11345,2012-04-22,summer,2012,Apr,22,no,monday,no,light rain,13.94,14.4,87.0,35.0,0,13,13
11346,2012-04-22,summer,2012,Apr,23,no,monday,no,light rain,14.76,15.91,81.0,31.0,0,17,17
11347,2012-04-23,summer,2012,Apr,0,no,tuesday,yes,light rain,14.76,16.66,81.0,28.0,0,6,6
11348,2012-04-23,summer,2012,Apr,1,no,tuesday,yes,light rain,13.94,15.15,87.0,24.0,1,1,2
11349,2012-04-23,summer,2012,Apr,2,no,tuesday,yes,mist,13.12,15.15,87.0,22.0,1,3,4
11350,2012-04-23,summer,2012,Apr,3,no,tuesday,yes,mist,13.12,15.15,81.0,19.0,0,1,1
11351,2012-04-23,summer,2012,Apr,4,no,tuesday,yes,light rain,12.3,14.4,81.0,19.0,0,3,3
11352,2012-04-23,summer,2012,Apr,5,no,tuesday,yes,light rain,12.3,14.4,81.0,19.0,0,14,14
11353,2012-04-23,summer,2012,Apr,6,no,tuesday,yes,mist,12.3,13.64,81.0,20.0,2,43,45
11354,2012-04-23,summer,2012,Apr,7,no,tuesday,yes,light rain,12.3,14.4,81.0,17.0,1,206,207
11355,2012-04-23,summer,2012,Apr,8,no,tuesday,yes,mist,12.3,13.64,75.0,22.0,11,471,482
11356,2012-04-23,summer,2012,Apr,9,no,tuesday,yes,mist,12.3,13.64,75.0,26.0,17,255,272
11357,2012-04-23,summer,2012,Apr,10,no,tuesday,yes,mist,13.12,15.15,70.0,22.0,12,88,100
11358,2012-04-23,summer,2012,Apr,11,no,tuesday,yes,mist,13.12,14.4,70.0,24.0,10,91,101
11359,2012-04-23,summer,2012,Apr,12,no,tuesday,yes,light rain,13.94,15.15,71.0,24.0,12,117,129
11360,2012-04-23,summer,2012,Apr,13,no,tuesday,yes,light rain,13.94,15.15,66.0,26.0,9,98,107
11361,2012-04-23,summer,2012,Apr,14,no,tuesday,yes,light rain,14.76,15.91,62.0,30.0,12,102,114
11362,2012-04-23,summer,2012,Apr,15,no,tuesday,yes,mist,14.76,16.66,62.0,26.0,11,101,112
11363,2012-04-23,summer,2012,Apr,16,no,tuesday,yes,light rain,12.3,13.64,81.0,24.0,10,93,103
11364,2012-04-23,summer,2012,Apr,17,no,tuesday,yes,light rain,12.3,13.64,82.0,22.0,13,219,232
11365,2012-04-23,summer,2012,Apr,18,no,tuesday,yes,light rain,13.12,16.66,81.0,9.0,10,369,379
11366,2012-04-23,summer,2012,Apr,19,no,tuesday,yes,mist,13.94,15.91,76.0,15.0,11,287,298
11367,2012-04-23,summer,2012,Apr,20,no,tuesday,yes,mist,13.12,15.91,76.0,11.0,17,186,203
11368,2012-04-23,summer,2012,Apr,21,no,tuesday,yes,mist,13.12,15.15,81.0,15.0,7,145,152
11369,2012-04-23,summer,2012,Apr,22,no,tuesday,yes,clear,13.12,15.91,76.0,13.0,18,71,89
11370,2012-04-23,summer,2012,Apr,23,no,tuesday,yes,clear,13.12,15.91,76.0,11.0,10,49,59
11371,2012-04-24,summer,2012,Apr,0,no,wednesday,yes,mist,13.12,16.66,76.0,9.0,0,13,13
11372,2012-04-24,summer,2012,Apr,1,no,wednesday,yes,mist,13.12,16.66,81.0,9.0,1,6,7
11373,2012-04-24,summer,2012,Apr,2,no,wednesday,yes,clear,13.12,15.91,81.0,13.0,0,3,3
11374,2012-04-24,summer,2012,Apr,3,no,wednesday,yes,clear,13.12,15.15,81.0,15.0,0,2,2
11375,2012-04-24,summer,2012,Apr,4,no,wednesday,yes,clear,12.3,14.4,70.0,13.0,0,3,3
11376,2012-04-24,summer,2012,Apr,5,no,wednesday,yes,clear,12.3,14.4,70.0,13.0,0,22,22
11377,2012-04-24,summer,2012,Apr,6,no,wednesday,yes,clear,12.3,14.4,70.0,15.0,3,117,120
11378,2012-04-24,summer,2012,Apr,7,no,wednesday,yes,clear,13.12,15.15,66.0,19.0,3,387,390
11379,2012-04-24,summer,2012,Apr,8,no,wednesday,yes,clear,13.94,15.91,61.0,17.0,12,599,611
11380,2012-04-24,summer,2012,Apr,9,no,wednesday,yes,clear,16.4,20.46,47.0,24.0,6,302,308
11381,2012-04-24,summer,2012,Apr,10,no,wednesday,yes,clear,17.22,21.21,47.0,20.0,33,129,162
11382,2012-04-24,summer,2012,Apr,11,no,wednesday,yes,clear,18.86,22.72,31.0,26.0,27,157,184
11383,2012-04-24,summer,2012,Apr,12,no,wednesday,yes,clear,19.68,23.48,29.0,26.0,36,188,224
11384,2012-04-24,summer,2012,Apr,13,no,wednesday,yes,clear,20.5,24.24,29.0,26.0,35,189,224
11385,2012-04-24,summer,2012,Apr,14,no,wednesday,yes,clear,20.5,24.24,25.0,26.0,50,166,216
11386,2012-04-24,summer,2012,Apr,15,no,wednesday,yes,clear,20.5,24.24,23.0,28.0,60,176,236
11387,2012-04-24,summer,2012,Apr,16,no,wednesday,yes,clear,20.5,24.24,23.0,13.0,54,308,362
11388,2012-04-24,summer,2012,Apr,17,no,wednesday,yes,clear,21.32,25.0,22.0,26.0,72,619,691
11389,2012-04-24,summer,2012,Apr,18,no,wednesday,yes,clear,20.5,24.24,18.0,12.73,52,580,632
11390,2012-04-24,summer,2012,Apr,19,no,wednesday,yes,clear,20.5,24.24,18.0,17.0,33,449,482
11391,2012-04-24,summer,2012,Apr,20,no,wednesday,yes,clear,19.68,23.48,21.0,22.0,16,269,285
11392,2012-04-24,summer,2012,Apr,21,no,wednesday,yes,mist,18.86,22.72,28.0,11.0,13,213,226
11393,2012-04-24,summer,2012,Apr,22,no,wednesday,yes,clear,18.04,21.97,35.0,7.0,8,149,157
11394,2012-04-24,summer,2012,Apr,23,no,wednesday,yes,clear,17.22,21.21,38.0,6.0,4,69,73
11395,2012-04-25,summer,2012,Apr,0,no,thursday ,yes,clear,18.04,21.97,38.0,12.73,13,23,36
11396,2012-04-25,summer,2012,Apr,1,no,thursday ,yes,clear,17.22,21.21,41.0,12.73,8,17,25
11397,2012-04-25,summer,2012,Apr,2,no,thursday ,yes,clear,14.76,18.94,62.0,12.73,1,6,7
11398,2012-04-25,summer,2012,Apr,3,no,thursday ,yes,clear,13.12,16.66,70.0,6.0,0,3,3
11399,2012-04-25,summer,2012,Apr,4,no,thursday ,yes,clear,13.94,17.42,66.0,6.0,0,6,6
11400,2012-04-25,summer,2012,Apr,5,no,thursday ,yes,clear,13.94,18.18,66.0,12.73,0,24,24
11401,2012-04-25,summer,2012,Apr,6,no,thursday ,yes,clear,13.94,18.18,66.0,12.73,3,103,106
11402,2012-04-25,summer,2012,Apr,7,no,thursday ,yes,clear,13.94,18.18,71.0,12.73,13,376,389
11403,2012-04-25,summer,2012,Apr,8,no,thursday ,yes,clear,14.76,18.18,76.0,6.0,20,634,654
11404,2012-04-25,summer,2012,Apr,9,no,thursday ,yes,clear,17.22,21.21,54.0,12.73,33,288,321
11405,2012-04-25,summer,2012,Apr,10,no,thursday ,yes,clear,21.32,25.0,34.0,12.73,44,138,182
11406,2012-04-25,summer,2012,Apr,11,no,thursday ,yes,clear,21.32,25.0,32.0,9.0,42,177,219
11407,2012-04-25,summer,2012,Apr,12,no,thursday ,yes,clear,22.14,25.76,28.0,19.0,49,220,269
11408,2012-04-25,summer,2012,Apr,13,no,thursday ,yes,clear,22.96,26.52,26.0,15.0,35,193,228
11409,2012-04-25,summer,2012,Apr,14,no,thursday ,yes,clear,22.96,26.52,22.0,24.0,47,176,223
11410,2012-04-25,summer,2012,Apr,15,no,thursday ,yes,clear,23.78,27.28,19.0,11.0,47,182,229
11411,2012-04-25,summer,2012,Apr,16,no,thursday ,yes,clear,24.6,29.54,20.0,22.0,49,327,376
11412,2012-04-25,summer,2012,Apr,17,no,thursday ,yes,clear,24.6,29.54,20.0,20.0,68,664,732
11413,2012-04-25,summer,2012,Apr,18,no,thursday ,yes,clear,24.6,29.54,20.0,19.0,60,649,709
11414,2012-04-25,summer,2012,Apr,19,no,thursday ,yes,clear,24.6,29.54,20.0,13.0,42,501,543
11415,2012-04-25,summer,2012,Apr,20,no,thursday ,yes,clear,22.96,26.52,22.0,6.0,22,358,380
11416,2012-04-25,summer,2012,Apr,21,no,thursday ,yes,clear,21.32,25.0,52.0,9.0,27,212,239
11417,2012-04-25,summer,2012,Apr,22,no,thursday ,yes,clear,20.5,24.24,51.0,12.73,22,170,192
11418,2012-04-25,summer,2012,Apr,23,no,thursday ,yes,mist,20.5,24.24,51.0,6.0,10,94,104
11419,2012-04-26,summer,2012,Apr,0,no,friday,yes,mist,19.68,23.48,63.0,12.73,1,42,43
11420,2012-04-26,summer,2012,Apr,1,no,friday,yes,mist,19.68,23.48,48.0,6.0,1,22,23
11421,2012-04-26,summer,2012,Apr,2,no,friday,yes,mist,19.68,23.48,55.0,7.0,3,10,13
11422,2012-04-26,summer,2012,Apr,3,no,friday,yes,mist,19.68,23.48,55.0,6.0,1,5,6
11423,2012-04-26,summer,2012,Apr,4,no,friday,yes,mist,19.68,23.48,59.0,6.0,1,2,3
11424,2012-04-26,summer,2012,Apr,5,no,friday,yes,mist,19.68,23.48,63.0,9.0,0,17,17
11425,2012-04-26,summer,2012,Apr,6,no,friday,yes,mist,19.68,23.48,63.0,17.0,5,122,127
11426,2012-04-26,summer,2012,Apr,7,no,friday,yes,light rain,18.86,22.72,82.0,24.0,3,222,225
11427,2012-04-26,summer,2012,Apr,8,no,friday,yes,light rain,18.86,22.72,82.0,13.0,4,358,362
11428,2012-04-26,summer,2012,Apr,9,no,friday,yes,light rain,18.86,22.72,88.0,11.0,12,189,201
11429,2012-04-26,summer,2012,Apr,10,no,friday,yes,mist,18.86,22.72,94.0,11.0,14,125,139
11430,2012-04-26,summer,2012,Apr,11,no,friday,yes,mist,18.86,22.72,94.0,15.0,16,135,151
11431,2012-04-26,summer,2012,Apr,12,no,friday,yes,mist,21.32,25.0,83.0,9.0,24,180,204
11432,2012-04-26,summer,2012,Apr,13,no,friday,yes,mist,20.5,24.24,82.0,11.0,19,178,197
11433,2012-04-26,summer,2012,Apr,14,no,friday,yes,mist,22.14,25.76,77.0,13.0,37,132,169
11434,2012-04-26,summer,2012,Apr,15,no,friday,yes,mist,21.32,25.0,83.0,22.0,39,165,204
11435,2012-04-26,summer,2012,Apr,16,no,friday,yes,mist,21.32,25.0,83.0,15.0,37,281,318
11436,2012-04-26,summer,2012,Apr,17,no,friday,yes,clear,22.14,25.76,77.0,11.0,49,565,614
11437,2012-04-26,summer,2012,Apr,18,no,friday,yes,mist,22.14,25.76,77.0,13.0,75,589,664
11438,2012-04-26,summer,2012,Apr,19,no,friday,yes,mist,22.14,25.76,77.0,15.0,57,407,464
11439,2012-04-26,summer,2012,Apr,20,no,friday,yes,clear,22.14,25.76,77.0,13.0,23,314,337
