,date,season,year,month,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
506,2012-05-21,summer,2012,May,no,monday,yes,mist,24.53,28.28,81.12,15.62,630,3729,4359
507,2012-05-22,summer,2012,May,no,tuesday,yes,mist,25.22,29.04,76.58,7.92,819,5254,6073
508,2012-05-23,summer,2012,May,no,wednesday,yes,mist,25.49,29.23,77.46,6.83,766,4494,5260
509,2012-05-24,summer,2012,May,no,thursday ,yes,clear,26.86,30.34,71.67,11.58,1059,5711,6770
510,2012-05-25,summer,2012,May,no,friday,yes,clear,27.88,31.38,74.71,9.42,1417,5317,6734
511,2012-05-26,summer,2012,May,no,saturday,no,clear,28.39,32.13,73.25,13.33,2855,3681,6536
512,2012-05-27,summer,2012,May,no,sunday,no,clear,28.29,32.07,69.71,14.42,3283,3308,6591
513,2012-05-28,summer,2012,May,yes,monday,no,clear,29.21,33.97,67.62,13.17,2557,3486,6043
514,2012-05-29,summer,2012,May,no,tuesday,yes,clear,29.62,33.65,68.46,19.79,880,4863,5743
515,2012-05-30,summer,2012,May,no,wednesday,yes,mist,26.92,30.56,67.0,9.0,745,6110,6855
516,2012-05-31,summer,2012,May,no,thursday ,yes,clear,27.88,31.57,49.29,13.08,1100,6238,7338
517,2012-06-01,summer,2012,Jun,no,friday,yes,mist,26.82,30.4,75.54,15.92,533,3594,4127
518,2012-06-02,summer,2012,Jun,no,saturday,no,clear,23.92,28.31,54.92,12.5,2795,5325,8120
519,2012-06-03,summer,2012,Jun,no,sunday,no,clear,24.7,28.76,49.33,12.33,2494,5147,7641
520,2012-06-04,summer,2012,Jun,no,monday,yes,clear,24.5,28.91,48.71,19.08,1071,5927,6998
521,2012-06-05,summer,2012,Jun,no,tuesday,yes,mist,22.17,26.29,61.33,14.04,968,6033,7001
522,2012-06-06,summer,2012,Jun,no,wednesday,yes,clear,22.72,27.11,61.12,5.17,1027,6028,7055
523,2012-06-07,summer,2012,Jun,no,thursday ,yes,clear,24.7,28.47,56.71,10.54,1038,6456,7494
524,2012-06-08,summer,2012,Jun,no,friday,yes,clear,26.62,29.89,46.79,11.75,1488,6248,7736
525,2012-06-09,summer,2012,Jun,no,saturday,no,clear,29.14,32.42,43.71,9.67,2708,4790,7498
526,2012-06-10,summer,2012,Jun,no,sunday,no,clear,29.79,33.18,53.83,8.96,2224,4374,6598
527,2012-06-11,summer,2012,Jun,no,monday,yes,mist,29.55,32.99,58.79,13.92,1017,5647,6664
528,2012-06-12,summer,2012,Jun,no,tuesday,yes,mist,26.79,29.89,83.33,14.37,477,4495,4972
529,2012-06-13,summer,2012,Jun,no,wednesday,yes,clear,26.89,30.56,58.21,23.0,1173,6248,7421
530,2012-06-14,summer,2012,Jun,no,thursday ,yes,clear,26.58,31.22,56.96,17.0,1180,6183,7363
531,2012-06-15,summer,2012,Jun,no,friday,yes,clear,26.21,29.99,58.96,11.83,1563,6102,7665
532,2012-06-16,summer,2012,Jun,no,saturday,no,clear,25.9,29.74,50.42,11.17,2963,4739,7702
533,2012-06-17,summer,2012,Jun,no,sunday,no,clear,24.29,28.6,59.88,9.71,2634,4344,6978
534,2012-06-18,summer,2012,Jun,no,monday,yes,mist,23.3,27.24,77.79,11.71,653,4446,5099
535,2012-06-19,summer,2012,Jun,no,tuesday,yes,clear,28.22,32.73,69.0,9.92,968,5857,6825
536,2012-06-20,summer,2012,Jun,no,wednesday,yes,clear,32.08,36.05,59.21,7.63,872,5339,6211
537,2012-06-21,fall,2012,Jun,no,thursday ,yes,clear,33.04,37.63,56.79,7.96,778,5127,5905
538,2012-06-22,fall,2012,Jun,no,friday,yes,clear,31.88,36.21,57.38,12.25,964,4859,5823
539,2012-06-23,fall,2012,Jun,no,saturday,no,clear,30.0,32.64,53.46,12.04,2657,4801,7458
540,2012-06-24,fall,2012,Jun,no,sunday,no,clear,30.48,33.71,47.92,9.75,2551,4340,6891
541,2012-06-25,fall,2012,Jun,no,monday,yes,clear,29.35,32.7,50.42,20.13,1139,5640,6779
542,2012-06-26,fall,2012,Jun,no,tuesday,yes,clear,25.86,29.74,37.33,23.29,1077,6365,7442
543,2012-06-27,fall,2012,Jun,no,wednesday,yes,clear,28.6,32.04,36.0,18.21,1077,6258,7335
544,2012-06-28,fall,2012,Jun,no,thursday ,yes,clear,30.72,33.78,42.25,11.5,921,5958,6879
545,2012-06-29,fall,2012,Jun,no,friday,yes,clear,34.2,39.33,48.88,11.08,829,4634,5463
546,2012-06-30,fall,2012,Jun,no,saturday,no,clear,31.36,34.38,60.12,10.79,1455,4232,5687
547,2012-07-01,fall,2012,Jul,no,sunday,no,clear,33.45,37.53,51.88,11.29,1421,4110,5531
548,2012-07-02,fall,2012,Jul,no,monday,yes,clear,32.05,35.1,44.71,13.08,904,5323,6227
549,2012-07-03,fall,2012,Jul,no,tuesday,yes,clear,32.01,35.13,49.21,8.46,1052,5608,6660
550,2012-07-04,fall,2012,Jul,yes,wednesday,no,clear,32.36,36.62,53.87,9.04,2562,4841,7403
551,2012-07-05,fall,2012,Jul,no,thursday ,yes,clear,33.93,38.07,45.79,13.0,1405,4836,6241
552,2012-07-06,fall,2012,Jul,no,friday,yes,clear,33.96,37.63,45.08,9.79,1366,4841,6207
553,2012-07-07,fall,2012,Jul,no,saturday,no,clear,35.33,40.25,49.21,10.96,1448,3392,4840
554,2012-07-08,fall,2012,Jul,no,sunday,no,clear,33.72,39.52,57.38,8.42,1203,3469,4672
555,2012-07-09,fall,2012,Jul,no,monday,yes,mist,29.14,32.7,68.33,12.13,998,5571,6569
556,2012-07-10,fall,2012,Jul,no,tuesday,yes,mist,29.55,33.24,66.75,10.17,954,5336,6290
557,2012-07-11,fall,2012,Jul,no,wednesday,yes,clear,29.38,32.51,63.33,10.17,975,6289,7264
558,2012-07-12,fall,2012,Jul,no,thursday ,yes,clear,29.35,32.73,52.96,9.83,1032,6414,7446
559,2012-07-13,fall,2012,Jul,no,friday,yes,mist,30.0,33.4,48.58,5.42,1511,5988,7499
560,2012-07-14,fall,2012,Jul,no,saturday,no,mist,28.84,33.3,69.92,9.63,2355,4614,6969
561,2012-07-15,fall,2012,Jul,no,sunday,no,clear,30.58,35.26,71.79,11.17,1920,4111,6031
562,2012-07-16,fall,2012,Jul,no,monday,yes,clear,31.3,36.21,64.5,11.0,1088,5742,6830
563,2012-07-17,fall,2012,Jul,no,tuesday,yes,clear,33.55,37.78,50.58,7.67,921,5865,6786
564,2012-07-18,fall,2012,Jul,no,wednesday,yes,clear,32.53,37.28,57.71,9.21,799,4914,5713
565,2012-07-19,fall,2012,Jul,no,thursday ,yes,clear,31.57,35.73,60.04,11.08,888,5703,6591
566,2012-07-20,fall,2012,Jul,no,friday,yes,mist,27.3,30.65,84.42,14.0,747,5123,5870
567,2012-07-21,fall,2012,Jul,no,saturday,no,light rain,24.43,27.5,86.54,14.29,1264,3195,4459
568,2012-07-22,fall,2012,Jul,no,sunday,no,mist,27.37,31.16,76.25,6.29,2544,4866,7410
569,2012-07-23,fall,2012,Jul,no,monday,yes,clear,30.41,34.5,69.42,9.29,1135,5831,6966
570,2012-07-24,fall,2012,Jul,no,tuesday,yes,clear,30.78,35.32,65.5,14.17,1140,6452,7592
571,2012-07-25,fall,2012,Jul,no,wednesday,yes,clear,29.69,32.7,45.0,11.04,1383,6790,8173
572,2012-07-26,fall,2012,Jul,no,thursday ,yes,clear,31.84,36.96,59.67,19.08,1036,5825,6861
573,2012-07-27,fall,2012,Jul,no,friday,yes,clear,32.05,36.71,59.46,10.25,1259,5645,6904
574,2012-07-28,fall,2012,Jul,no,saturday,no,clear,30.99,34.88,61.33,10.54,2234,4451,6685
575,2012-07-29,fall,2012,Jul,no,sunday,no,clear,29.59,33.4,62.38,11.42,2153,4444,6597
576,2012-07-30,fall,2012,Jul,no,monday,yes,clear,29.96,34.25,66.88,10.29,1040,6065,7105
577,2012-07-31,fall,2012,Jul,no,tuesday,yes,clear,29.25,33.14,70.42,11.08,968,6248,7216
578,2012-08-01,fall,2012,Aug,no,wednesday,yes,clear,29.42,33.37,67.75,9.46,1074,6506,7580
579,2012-08-02,fall,2012,Aug,no,thursday ,yes,clear,30.85,35.35,65.96,8.67,983,6278,7261
580,2012-08-03,fall,2012,Aug,no,friday,yes,mist,31.4,36.14,64.25,14.46,1328,5847,7175
581,2012-08-04,fall,2012,Aug,no,saturday,no,clear,32.53,37.56,61.33,17.25,2345,4479,6824
582,2012-08-05,fall,2012,Aug,no,sunday,no,clear,31.54,36.55,65.25,19.46,1707,3757,5464
583,2012-08-06,fall,2012,Aug,no,monday,yes,mist,30.85,35.51,65.42,8.67,1233,5780,7013
584,2012-08-07,fall,2012,Aug,no,tuesday,yes,mist,30.17,34.88,70.38,7.83,1278,5995,7273
585,2012-08-08,fall,2012,Aug,no,wednesday,yes,mist,30.75,35.39,67.29,7.42,1263,6271,7534
586,2012-08-09,fall,2012,Aug,no,thursday ,yes,clear,30.99,34.98,62.04,10.46,1196,6090,7286
587,2012-08-10,fall,2012,Aug,no,friday,yes,mist,29.35,33.4,71.58,16.0,1065,4721,5786
588,2012-08-11,fall,2012,Aug,no,saturday,no,mist,28.39,31.91,73.29,13.83,2247,4052,6299
589,2012-08-12,fall,2012,Aug,no,sunday,no,clear,28.73,32.23,53.04,8.21,2182,4362,6544
590,2012-08-13,fall,2012,Aug,no,monday,yes,clear,29.55,33.11,54.54,9.13,1207,5676,6883
591,2012-08-14,fall,2012,Aug,no,tuesday,yes,clear,29.79,33.84,68.67,11.33,1128,5656,6784
592,2012-08-15,fall,2012,Aug,no,wednesday,yes,clear,28.97,32.7,61.96,11.37,1198,6149,7347
593,2012-08-16,fall,2012,Aug,no,thursday ,yes,clear,29.49,32.73,51.92,9.5,1338,6267,7605
594,2012-08-17,fall,2012,Aug,no,friday,yes,clear,29.66,12.12,57.08,15.5,1483,5665,7148
595,2012-08-18,fall,2012,Aug,no,saturday,no,clear,27.81,30.9,60.33,11.92,2827,5038,7865
596,2012-08-19,fall,2012,Aug,no,sunday,no,mist,26.07,30.18,71.17,5.79,1208,3341,4549
597,2012-08-20,fall,2012,Aug,no,monday,yes,mist,26.07,29.8,73.42,8.71,1026,5504,6530
598,2012-08-21,fall,2012,Aug,no,tuesday,yes,clear,26.62,30.05,67.38,4.88,1081,5925,7006
599,2012-08-22,fall,2012,Aug,no,wednesday,yes,clear,27.37,31.09,67.71,4.71,1094,6281,7375
600,2012-08-23,fall,2012,Aug,no,thursday ,yes,clear,28.53,31.85,63.58,5.67,1363,6402,7765
601,2012-08-24,fall,2012,Aug,no,friday,yes,mist,28.8,32.36,61.5,4.83,1325,6257,7582
602,2012-08-25,fall,2012,Aug,no,saturday,no,mist,27.13,30.93,71.29,16.38,1829,4224,6053
603,2012-08-26,fall,2012,Aug,no,sunday,no,mist,26.79,29.8,84.58,15.33,1483,3772,5255
604,2012-08-27,fall,2012,Aug,no,monday,yes,clear,28.84,32.73,73.04,8.63,989,5928,6917
605,2012-08-28,fall,2012,Aug,no,tuesday,yes,clear,29.86,33.3,62.0,12.79,935,6105,7040
606,2012-08-29,fall,2012,Aug,no,wednesday,yes,clear,28.08,31.79,55.21,7.54,1177,6520,7697
607,2012-08-30,fall,2012,Aug,no,thursday ,yes,clear,28.97,32.64,59.04,5.17,1172,6541,7713
608,2012-08-31,fall,2012,Aug,no,friday,yes,clear,31.33,34.47,58.75,11.29,1433,5917,7350
609,2012-09-01,fall,2012,Sep,no,saturday,no,mist,30.89,35.13,63.83,7.58,2352,3788,6140
610,2012-09-02,fall,2012,Sep,no,sunday,no,mist,28.56,32.45,81.5,4.29,2613,3197,5810
611,2012-09-03,fall,2012,Sep,yes,monday,no,clear,29.01,33.08,79.08,10.13,1965,4069,6034
612,2012-09-04,fall,2012,Sep,no,tuesday,yes,clear,29.76,34.34,75.5,15.83,867,5997,6864
613,2012-09-05,fall,2012,Sep,no,wednesday,yes,clear,30.2,35.45,74.12,12.58,832,6280,7112
614,2012-09-06,fall,2012,Sep,no,thursday ,yes,mist,28.56,32.77,81.04,9.54,611,5592,6203
615,2012-09-07,fall,2012,Sep,no,friday,yes,clear,28.84,32.86,73.62,11.5,1045,6459,7504
616,2012-09-08,fall,2012,Sep,no,saturday,no,mist,27.03,30.56,79.92,18.83,1557,4419,5976
617,2012-09-09,fall,2012,Sep,no,sunday,no,clear,25.01,28.95,54.75,15.04,2570,5657,8227
618,2012-09-10,fall,2012,Sep,no,monday,yes,clear,23.92,28.28,50.38,17.33,1118,6407,7525
619,2012-09-11,fall,2012,Sep,no,tuesday,yes,clear,23.68,27.71,52.0,6.17,1070,6697,7767
620,2012-09-12,fall,2012,Sep,no,wednesday,yes,clear,24.57,28.5,57.71,8.83,1050,6820,7870
621,2012-09-13,fall,2012,Sep,no,thursday ,yes,clear,25.11,28.98,63.71,5.54,1054,6750,7804
622,2012-09-14,fall,2012,Sep,no,friday,yes,clear,25.97,29.7,67.25,6.96,1379,6630,8009
623,2012-09-15,fall,2012,Sep,no,saturday,no,clear,24.94,29.29,50.17,16.58,3160,5554,8714
624,2012-09-16,fall,2012,Sep,no,sunday,no,clear,23.78,28.16,57.0,6.04,2166,5167,7333
625,2012-09-17,fall,2012,Sep,no,monday,yes,mist,23.81,27.65,73.46,10.17,1022,5847,6869
626,2012-09-18,fall,2012,Sep,no,tuesday,yes,mist,25.56,28.25,87.25,23.96,371,3702,4073
627,2012-09-19,fall,2012,Sep,no,wednesday,yes,clear,22.65,27.02,53.67,14.42,788,6803,7591
628,2012-09-20,fall,2012,Sep,no,thursday ,yes,clear,22.41,26.61,61.83,7.92,939,6781,7720
629,2012-09-21,fall,2012,Sep,no,friday,yes,clear,24.57,28.6,66.88,10.33,1250,6917,8167
630,2012-09-22,fall,2012,Sep,no,saturday,no,clear,26.65,30.52,64.67,19.0,2512,5883,8395
631,2012-09-23,winter,2012,Sep,no,sunday,no,clear,21.7,25.95,46.71,14.96,2454,5453,7907
632,2012-09-24,winter,2012,Sep,no,monday,yes,clear,21.08,25.13,49.29,9.54,1001,6435,7436
633,2012-09-25,winter,2012,Sep,no,tuesday,yes,clear,22.55,27.21,57.0,15.83,845,6693,7538
634,2012-09-26,winter,2012,Sep,no,wednesday,yes,clear,26.04,29.83,63.08,16.37,787,6946,7733
635,2012-09-27,winter,2012,Sep,no,thursday ,yes,mist,26.65,30.4,69.08,9.0,751,6642,7393
636,2012-09-28,winter,2012,Sep,no,friday,yes,mist,25.39,29.29,69.0,11.0,1045,6370,7415
637,2012-09-29,winter,2012,Sep,no,saturday,no,clear,22.24,26.51,54.29,15.25,2589,5966,8555
638,2012-09-30,winter,2012,Sep,no,sunday,no,clear,21.59,25.88,58.33,9.04,2015,4874,6889
639,2012-10-01,winter,2012,Oct,no,monday,yes,mist,21.35,25.6,64.92,6.08,763,6015,6778
640,2012-10-02,winter,2012,Oct,no,tuesday,yes,light rain,24.22,27.12,87.17,7.0,315,4324,4639
641,2012-10-03,winter,2012,Oct,no,wednesday,yes,mist,26.96,29.96,79.38,4.46,728,6844,7572
642,2012-10-04,winter,2012,Oct,no,thursday ,yes,mist,26.96,30.4,72.29,7.88,891,6437,7328
643,2012-10-05,winter,2012,Oct,no,friday,yes,clear,25.22,29.01,62.75,7.13,1516,6640,8156
644,2012-10-06,winter,2012,Oct,no,saturday,no,clear,22.72,26.93,66.42,17.96,3031,4934,7965
645,2012-10-07,winter,2012,Oct,no,sunday,no,mist,17.05,20.99,70.83,9.46,781,2729,3510
646,2012-10-08,winter,2012,Oct,yes,monday,no,mist,15.72,19.38,70.96,12.71,874,4604,5478
647,2012-10-09,winter,2012,Oct,no,tuesday,yes,mist,18.31,21.91,76.17,12.75,601,5791,6392
648,2012-10-10,winter,2012,Oct,no,wednesday,yes,clear,21.08,25.16,63.08,12.58,780,6911,7691
649,2012-10-11,winter,2012,Oct,no,thursday ,yes,clear,17.84,21.56,46.33,12.17,834,6736,7570
650,2012-10-12,winter,2012,Oct,no,friday,yes,clear,17.94,21.65,53.92,15.75,1060,6222,7282
651,2012-10-13,winter,2012,Oct,no,saturday,no,clear,16.13,19.57,49.46,9.79,2252,4857,7109
652,2012-10-14,winter,2012,Oct,no,sunday,no,clear,21.39,25.41,64.04,18.67,2080,4559,6639
653,2012-10-15,winter,2012,Oct,no,monday,yes,mist,23.03,26.96,70.75,19.83,760,5115,5875
654,2012-10-16,winter,2012,Oct,no,tuesday,yes,clear,19.2,23.04,55.83,12.21,922,6612,7534
655,2012-10-17,winter,2012,Oct,no,wednesday,yes,clear,18.69,22.51,69.29,6.79,979,6482,7461
656,2012-10-18,winter,2012,Oct,no,thursday ,yes,mist,21.42,25.63,72.83,15.87,1008,6501,7509
657,2012-10-19,winter,2012,Oct,no,friday,yes,mist,23.1,26.89,81.5,9.04,753,4671,5424
658,2012-10-20,winter,2012,Oct,no,saturday,no,clear,19.85,23.64,57.29,7.87,2806,5284,8090
659,2012-10-21,winter,2012,Oct,no,sunday,no,clear,19.03,22.82,51.0,11.13,2132,4692,6824
660,2012-10-22,winter,2012,Oct,no,monday,yes,clear,19.99,24.15,56.83,5.46,830,6228,7058
661,2012-10-23,winter,2012,Oct,no,tuesday,yes,clear,22.31,26.52,64.17,6.33,841,6625,7466
662,2012-10-24,winter,2012,Oct,no,wednesday,yes,clear,24.09,27.94,63.62,4.88,795,6898,7693
663,2012-10-25,winter,2012,Oct,no,thursday ,yes,mist,22.55,26.48,80.04,8.33,875,6484,7359
664,2012-10-26,winter,2012,Oct,no,friday,yes,mist,22.38,26.14,80.71,8.88,1182,6262,7444
665,2012-10-27,winter,2012,Oct,no,saturday,no,mist,21.73,25.76,72.0,15.79,2643,5209,7852
666,2012-10-28,winter,2012,Oct,no,sunday,no,mist,19.58,23.39,69.46,26.67,998,3461,4459
667,2012-10-29,winter,2012,Oct,no,monday,yes,light rain,18.04,21.97,88.0,24.0,2,20,22
668,2012-10-30,winter,2012,Oct,no,tuesday,yes,mist,13.05,15.5,82.55,14.27,87,1009,1096
669,2012-10-31,winter,2012,Oct,no,wednesday,yes,mist,14.66,18.06,66.67,11.17,419,5147,5566
670,2012-11-01,winter,2012,Nov,no,thursday ,yes,mist,15.0,18.5,58.17,10.54,466,5520,5986
671,2012-11-02,winter,2012,Nov,no,friday,yes,clear,14.56,17.8,52.21,17.83,618,5229,5847
672,2012-11-03,winter,2012,Nov,no,saturday,no,mist,14.08,16.19,49.12,18.13,1029,4109,5138
673,2012-11-04,winter,2012,Nov,no,sunday,no,clear,13.36,16.48,53.29,12.0,1201,3906,5107
674,2012-11-05,winter,2012,Nov,no,monday,yes,clear,13.09,15.4,49.42,15.83,378,4881,5259
675,2012-11-06,winter,2012,Nov,no,tuesday,yes,clear,11.51,14.08,56.71,11.63,466,5220,5686
676,2012-11-07,winter,2012,Nov,no,wednesday,yes,mist,12.13,13.73,54.75,20.38,326,4709,5035
677,2012-11-08,winter,2012,Nov,no,thursday ,yes,clear,14.44,17.09,33.35,23.3,340,4975,5315
678,2012-11-09,winter,2012,Nov,no,friday,yes,clear,14.83,17.77,54.08,14.38,709,5283,5992
679,2012-11-10,winter,2012,Nov,no,saturday,no,clear,15.96,19.7,64.54,3.88,2090,4446,6536
680,2012-11-11,winter,2012,Nov,no,sunday,no,clear,17.25,21.09,65.92,8.54,2290,4562,6852
681,2012-11-12,winter,2012,Nov,yes,monday,no,clear,19.88,23.77,74.17,11.63,1097,5172,6269
682,2012-11-13,winter,2012,Nov,no,tuesday,yes,mist,14.08,16.16,66.29,22.92,327,3767,4094
683,2012-11-14,winter,2012,Nov,no,wednesday,yes,clear,11.86,14.08,55.21,13.37,373,5122,5495
684,2012-11-15,winter,2012,Nov,no,thursday ,yes,mist,13.19,16.22,62.04,10.25,320,5125,5445
685,2012-11-16,winter,2012,Nov,no,friday,yes,clear,14.14,17.36,52.46,11.46,484,5214,5698
686,2012-11-17,winter,2012,Nov,no,saturday,no,clear,13.32,16.32,54.54,12.04,1313,4316,5629
687,2012-11-18,winter,2012,Nov,no,sunday,no,clear,14.04,16.89,69.29,15.25,922,3747,4669
688,2012-11-19,winter,2012,Nov,no,monday,yes,mist,15.61,18.78,62.33,15.75,449,5050,5499
689,2012-11-20,winter,2012,Nov,no,tuesday,yes,mist,15.34,19.03,68.5,5.54,534,5100,5634
690,2012-11-21,winter,2012,Nov,no,wednesday,yes,clear,14.49,18.24,61.38,6.92,615,4531,5146
691,2012-11-22,winter,2012,Nov,yes,thursday ,no,clear,13.94,17.52,58.04,3.54,955,1470,2425
692,2012-11-23,winter,2012,Nov,no,friday,yes,clear,15.1,18.94,56.88,9.92,1603,2307,3910
693,2012-11-24,winter,2012,Nov,no,saturday,no,clear,11.41,12.44,40.46,25.25,532,1745,2277
694,2012-11-25,winter,2012,Nov,no,sunday,no,clear,10.08,12.88,46.83,10.08,309,2115,2424
695,2012-11-26,winter,2012,Nov,no,monday,yes,clear,12.85,16.95,53.54,3.13,337,4750,5087
696,2012-11-27,winter,2012,Nov,no,tuesday,yes,mist,11.96,14.08,78.67,15.92,123,3836,3959
697,2012-11-28,winter,2012,Nov,no,wednesday,yes,clear,12.16,14.49,50.62,14.13,198,5062,5260
698,2012-11-29,winter,2012,Nov,no,thursday ,yes,clear,11.52,14.92,55.57,7.74,243,5080,5323
699,2012-11-30,winter,2012,Nov,no,friday,yes,clear,12.23,16.19,64.96,3.92,362,5306,5668
700,2012-12-01,winter,2012,Dec,no,saturday,no,mist,12.23,15.85,80.67,4.0,951,4240,5191
701,2012-12-02,winter,2012,Dec,no,sunday,no,mist,14.25,17.96,82.33,8.33,892,3757,4649
702,2012-12-03,winter,2012,Dec,no,monday,yes,clear,18.55,22.79,76.75,5.54,555,5679,6234
703,2012-12-04,winter,2012,Dec,no,tuesday,yes,clear,19.51,23.45,73.38,11.67,551,6055,6606
704,2012-12-05,winter,2012,Dec,no,wednesday,yes,clear,17.97,21.4,48.5,21.71,331,5398,5729
705,2012-12-06,winter,2012,Dec,no,thursday ,yes,clear,10.49,12.91,50.88,11.71,340,5035,5375
706,2012-12-07,winter,2012,Dec,no,friday,yes,mist,13.15,16.1,76.42,8.75,349,4659,5008
707,2012-12-08,winter,2012,Dec,no,saturday,no,mist,15.65,19.48,91.12,6.79,1153,4429,5582
708,2012-12-09,winter,2012,Dec,no,sunday,no,mist,15.75,19.51,90.54,10.58,441,2787,3228
709,2012-12-10,winter,2012,Dec,no,monday,yes,mist,17.87,21.78,92.5,12.75,329,4841,5170
710,2012-12-11,winter,2012,Dec,no,tuesday,yes,mist,14.49,16.92,59.67,19.83,282,5219,5501
711,2012-12-12,winter,2012,Dec,no,wednesday,yes,mist,12.2,14.87,53.83,10.92,310,5009,5319
712,2012-12-13,winter,2012,Dec,no,thursday ,yes,clear,12.13,14.71,48.58,11.67,425,5107,5532
713,2012-12-14,winter,2012,Dec,no,friday,yes,clear,11.55,14.71,64.29,8.79,429,5182,5611
714,2012-12-15,winter,2012,Dec,no,saturday,no,clear,13.29,16.92,65.04,7.13,767,4280,5047
715,2012-12-16,winter,2012,Dec,no,sunday,no,mist,14.86,18.5,83.88,6.75,538,3248,3786
716,2012-12-17,winter,2012,Dec,no,monday,yes,mist,16.13,20.08,90.71,6.58,212,4373,4585
717,2012-12-18,winter,2012,Dec,no,tuesday,yes,clear,16.84,20.49,66.62,14.83,433,5124,5557
718,2012-12-19,winter,2012,Dec,no,wednesday,yes,clear,13.63,17.11,62.54,12.33,333,4934,5267
719,2012-12-20,winter,2012,Dec,no,thursday ,yes,mist,13.53,16.76,66.79,8.88,314,3814,4128
720,2012-12-21,springer,2012,Dec,no,friday,yes,mist,13.39,15.09,55.67,25.08,221,3402,3623
721,2012-12-22,springer,2012,Dec,no,saturday,no,clear,10.9,11.81,44.12,27.29,205,1544,1749
722,2012-12-23,springer,2012,Dec,no,sunday,no,clear,10.08,12.97,51.54,8.92,408,1379,1787
723,2012-12-24,springer,2012,Dec,no,monday,yes,mist,9.48,12.94,79.13,5.17,174,746,920
724,2012-12-25,springer,2012,Dec,yes,tuesday,no,mist,11.94,14.72,73.48,11.3,440,573,1013
725,2012-12-26,springer,2012,Dec,no,wednesday,yes,light rain,9.98,11.02,82.33,21.21,9,432,441
726,2012-12-27,springer,2012,Dec,no,thursday ,yes,mist,10.42,11.33,65.29,23.46,247,1867,2114
727,2012-12-28,springer,2012,Dec,no,friday,yes,mist,10.39,12.75,59.0,10.42,644,2451,3095
728,2012-12-29,springer,2012,Dec,no,saturday,no,mist,10.39,12.12,75.29,8.33,159,1182,1341
729,2012-12-30,springer,2012,Dec,no,sunday,no,clear,10.49,11.58,48.33,23.5,364,1432,1796
730,2012-12-31,springer,2012,Dec,no,monday,yes,mist,8.85,11.17,57.75,10.37,439,2290,2729
